iter	Logloss
0	0.4975016276
1	0.3506008606
2	0.2486786702
3	0.1783246663
4	0.1188004888
5	0.08744739024
6	0.06228752772
7	0.04641014735
8	0.03425795428
9	0.02581195386
10	0.01971579075
11	0.01489873981
12	0.01151220608
13	0.009109492938
14	0.007242315769
15	0.00594524018
16	0.00492919302
17	0.004160508553
18	0.003554986477
19	0.002932905118
20	0.002515060385
21	0.002147524476
22	0.001857620478
23	0.001580987811
24	0.001389724096
25	0.001228459239
26	0.001086310188
27	0.0009780794581
28	0.0008732747634
29	0.0008035212557
30	0.0007322749893
31	0.0006612692773
32	0.0005935603082
33	0.0005440014303
34	0.0005101473331
35	0.0004708341459
36	0.0004350048105
37	0.0004085610708
38	0.0003772382438
39	0.0003552480539
40	0.0003318439176
41	0.0003091267596
42	0.0002926833729
43	0.0002779809882
44	0.0002638643285
45	0.0002492539386
46	0.0002359109074
47	0.0002237979571
48	0.0002127587646
49	0.0002010400494
50	0.0001917664657
51	0.0001833052039
52	0.0001751922021
53	0.0001679502651
54	0.0001679474836
55	0.0001611469388
56	0.0001611447732
57	0.0001611447732
58	0.0001611425678
59	0.0001611416166
60	0.0001611416166
61	0.0001535829579
62	0.0001535793096
63	0.0001535767019
64	0.0001535741662
65	0.0001535741662
66	0.0001535722042
67	0.0001535681312
68	0.0001535681312
69	0.0001535619572
70	0.0001535596848
71	0.0001535645475
72	0.0001466041009
73	0.0001465953042
74	0.0001465932876
75	0.0001465932876
76	0.0001465896989
77	0.0001465876773
78	0.0001465860332
79	0.0001465860332
80	0.0001465851615
81	0.0001465851615
82	0.0001465851615
83	0.0001465810686
84	0.0001465784709
85	0.0001465784709
86	0.0001465784709
87	0.0001465779369
88	0.0001465779369
89	0.0001465779369
90	0.0001465769038
91	0.000146572421
92	0.0001400851433
93	0.0001400820737
94	0.0001400820737
95	0.0001400820737
96	0.0001400820737
97	0.0001400820737
98	0.0001400815025
99	0.0001400815025
100	0.0001400802632
101	0.0001400786663
102	0.0001400786663
103	0.0001400786663
104	0.0001400786663
105	0.0001400748168
106	0.0001400748168
107	0.0001400748168
108	0.0001400718167
109	0.0001400718167
110	0.0001400718167
111	0.0001400675848
112	0.0001400675848
113	0.0001400675848
114	0.0001400675848
115	0.0001400636633
116	0.0001400597791
117	0.0001400597791
118	0.0001400597791
119	0.0001400597791
120	0.0001400638546
121	0.0001400638546
122	0.0001400638546
123	0.0001400638546
124	0.0001400638546
125	0.0001400638546
126	0.0001400604248
127	0.0001400604248
128	0.0001400586739
129	0.0001400586739
130	0.0001400586739
131	0.0001400586739
132	0.0001400571118
133	0.0001400571937
134	0.0001400535156
135	0.0001400462215
136	0.0001400462215
137	0.0001400432338
138	0.0001400432338
139	0.000140044031
140	0.0001400449251
141	0.000140040954
142	0.000140040954
143	0.0001400354082
144	0.0001400354082
145	0.0001400354082
146	0.0001400289536
147	0.0001400289536
148	0.0001400289536
149	0.0001400289536
150	0.0001400260652
151	0.0001400260652
152	0.0001400260652
153	0.0001400260652
154	0.0001400260652
155	0.0001400260652
156	0.0001400260652
157	0.0001400260652
158	0.0001400260652
159	0.0001400260652
160	0.0001400260652
161	0.000140027456
162	0.0001400236562
163	0.0001400197446
164	0.0001400183638
165	0.0001400119762
166	0.0001400119762
167	0.0001400119762
168	0.0001400119762
169	0.0001400119762
170	0.0001400130565
171	0.0001400160218
172	0.0001400032962
173	0.0001400020321
174	0.0001399980038
175	0.0001399919689
176	0.0001399919689
177	0.0001399918025
178	0.0001399864803
179	0.0001399807582
180	0.0001399807582
181	0.0001399807582
182	0.0001399807582
183	0.0001399807731
184	0.0001399807731
185	0.0001399807731
186	0.000139974691
187	0.0001399735386
188	0.0001399712364
189	0.0001399712364
190	0.0001399683505
191	0.0001399683505
192	0.0001399710452
193	0.0001399710452
194	0.0001399710452
195	0.0001399581904
196	0.0001399518947
197	0.0001399518947
198	0.0001399476305
199	0.0001399475311
200	0.0001399475311
201	0.0001399421195
202	0.0001399421195
203	0.0001399390946
204	0.0001399390946
205	0.0001399377659
206	0.0001399377659
207	0.0001399343808
208	0.0001399325728
209	0.0001399325728
210	0.0001399252017
211	0.0001399252017
212	0.0001399252017
213	0.000139921695
214	0.0001399190997
215	0.0001399117534
216	0.0001399091954
217	0.0001399091954
218	0.0001399061382
219	0.0001399061382
220	0.0001399074917
221	0.0001399009426
222	0.0001398964375
223	0.0001398964375
224	0.0001398964375
225	0.000139888458
226	0.0001398853064
227	0.0001398853064
228	0.0001398853064
229	0.0001398853064
230	0.0001398772026
231	0.0001398772026
232	0.0001398705343
233	0.0001398697545
234	0.0001398706784
235	0.0001398666079
236	0.0001398594628
237	0.0001398578882
238	0.0001398510933
239	0.0001398510933
240	0.0001398504575
241	0.0001398448174
242	0.0001398448174
243	0.0001398369869
244	0.0001398371582
245	0.0001398371582
246	0.0001398386831
247	0.0001398328866
248	0.0001398306961
249	0.0001398298641
250	0.0001398233399
251	0.0001398185343
252	0.000139816155
253	0.0001398118883
254	0.0001398103908
255	0.0001398095414
256	0.0001398038939
257	0.0001398011297
258	0.0001398029824
259	0.0001398006851
260	0.0001398006851
261	0.0001397981072
262	0.0001397975187
263	0.0001397948439
264	0.0001397889107
265	0.0001397885556
266	0.0001397786066
267	0.0001397786066
268	0.0001397802581
269	0.0001397773375
270	0.0001397751247
271	0.0001397717123
272	0.0001397723953
273	0.0001397647858
274	0.0001397617161
275	0.0001397568434
276	0.0001397518168
277	0.0001397478705
278	0.0001397478705
279	0.0001397394439
280	0.0001397376781
281	0.0001397376781
282	0.0001397330339
283	0.000139730379
284	0.000139730379
285	0.000139728648
286	0.0001397295917
287	0.0001397267605
288	0.0001397182917
289	0.0001397170077
290	0.0001397170077
291	0.0001397170077
292	0.0001397174522
293	0.0001397174522
294	0.0001397098874
295	0.0001397068799
296	0.0001397068799
297	0.0001397068799
298	0.0001397065719
299	0.0001397085935
300	0.0001397085935
301	0.0001397008126
302	0.00013970008
303	0.00013970008
304	0.0001396962131
305	0.0001396953464
306	0.0001396902824
307	0.0001396847417
308	0.0001396854346
309	0.0001396854346
310	0.0001396841258
311	0.0001396841258
312	0.0001396802912
313	0.000139678061
314	0.0001396743308
315	0.0001396764914
316	0.000139671651
317	0.000139671651
318	0.0001396678239
319	0.0001396649753
320	0.0001396597102
321	0.0001396569585
322	0.0001396563798
323	0.0001396516661
324	0.0001396502058
325	0.000139647603
326	0.0001396471957
327	0.0001396427378
328	0.0001396405821
329	0.0001396388834
330	0.0001396370108
331	0.0001396303301
332	0.0001396294261
333	0.0001396279683
334	0.0001396255319
335	0.0001396244019
336	0.000139617684
337	0.0001396159232
338	0.0001396162361
339	0.0001396113932
340	0.000139608413
341	0.0001396077822
342	0.0001396042431
343	0.0001395972545
344	0.0001395979971
345	0.000139597853
346	0.0001395896251
347	0.0001395870298
348	0.0001395874247
349	0.0001395851895
350	0.0001395827383
351	0.0001395743415
352	0.0001395739093
353	0.0001395754268
354	0.0001395759632
355	0.0001395706212
356	0.000139565222
357	0.0001395617773
358	0.0001395605778
359	0.0001395557299
360	0.0001395580967
361	0.0001395517364
362	0.000139551873
363	0.0001395464117
364	0.0001395446882
365	0.0001395412286
366	0.0001395350099
367	0.0001395336911
368	0.0001395318011
369	0.0001395292009
370	0.0001395247504
371	0.0001395239184
372	0.0001395219391
373	0.0001395148486
374	0.0001395134926
375	0.0001395080139
376	0.000139511024
377	0.0001395059228
378	0.0001395083542
379	0.0001395041645
380	0.0001395006925
381	0.0001394993116
382	0.0001394978116
383	0.0001394934828
384	0.0001394913395
385	0.0001394913395
386	0.0001394913395
387	0.0001394913395
388	0.0001394913395
389	0.0001394913395
390	0.0001394913395
391	0.0001394913395
392	0.0001394913395
393	0.0001394913395
394	0.0001394913395
395	0.0001394913395
396	0.0001394913395
397	0.0001394913395
398	0.0001394913395
399	0.0001394913395
400	0.0001394913395
401	0.0001394913395
402	0.0001394913395
403	0.0001394913395
404	0.0001394913395
405	0.0001394913395
406	0.0001394913395
407	0.0001394913395
408	0.0001394913395
409	0.0001394913395
410	0.0001394913395
411	0.0001394913395
412	0.0001394913395
413	0.0001394913395
414	0.0001394913395
415	0.0001394913395
416	0.0001394913395
417	0.0001394913395
418	0.0001394913395
419	0.0001394913395
420	0.0001394913395
421	0.0001394913395
422	0.0001394913395
423	0.0001394913395
424	0.0001394913395
425	0.0001394913395
426	0.0001394913395
427	0.0001394913395
428	0.0001394913395
429	0.0001394913395
430	0.0001394913395
431	0.0001394913395
432	0.0001394913395
433	0.0001394913395
434	0.0001394913395
435	0.0001394913395
436	0.0001394913395
437	0.0001394913395
438	0.0001394913395
439	0.0001394913395
440	0.0001394913395
441	0.0001394913395
442	0.0001394913395
443	0.0001394913395
444	0.0001394913395
445	0.0001394913395
446	0.0001394913395
447	0.0001394913395
448	0.0001394913395
449	0.0001394913395
450	0.0001394913395
451	0.0001394913395
452	0.0001394913395
453	0.0001394913395
454	0.0001394913395
455	0.0001394913395
456	0.0001394913395
457	0.0001394913395
458	0.0001394913395
459	0.0001394913395
460	0.0001394913395
461	0.0001394913395
462	0.0001394913395
463	0.0001394913395
464	0.0001394913395
465	0.0001394913395
466	0.0001394913395
467	0.0001394913395
468	0.0001394913395
469	0.0001394913395
470	0.0001394913395
471	0.0001394913395
472	0.0001394913395
473	0.0001394913395
474	0.0001394913395
475	0.0001394913395
476	0.0001394913395
477	0.0001394913395
478	0.0001394913395
479	0.0001394913395
480	0.0001394913395
481	0.0001394913395
482	0.0001394913395
483	0.0001394913395
484	0.0001394913395
485	0.0001394913395
486	0.0001394913395
487	0.0001394913395
488	0.0001394913395
489	0.0001394913395
490	0.0001394913395
491	0.0001394913395
492	0.0001394913395
493	0.0001394913395
494	0.0001394913395
495	0.0001394913395
496	0.0001394913395
497	0.0001394913395
498	0.0001394913395
499	0.0001394913395
500	0.0001394913395
501	0.0001394913395
502	0.0001394913395
503	0.0001394913395
504	0.0001394913395
505	0.0001394913395
506	0.0001394913395
507	0.0001394913395
508	0.0001394913395
509	0.0001394913395
510	0.0001394913395
511	0.0001394913395
512	0.0001394913395
513	0.0001394913395
514	0.0001394913395
515	0.0001394913395
516	0.0001394913395
